ts_ms,symbol,asset,source,event_type,urgency,sentiment,abs_sentiment,confidence,hour,ret_1h,ret_4h,exc_1h,exc_4h
1776900718000,BTCUSDT,BTC,cointelegraph,geopolitical,2,-1.0,1.0,0.3,23,0.0027816820423705035,-0.008078377756765676,0.0,0.0
1776900728000,ETHUSDT,ETH,cointelegraph,hack,2,-1.0,1.0,0.3,23,-0.00019764840451486076,-0.017531834008982505,-0.0029793304468853643,-0.00945345625221683
1776900758000,ETHUSDT,ETH,theblock,geopolitical,2,-1.0,1.0,0.3,23,-0.00019764840451486076,-0.017531834008982505,-0.0029793304468853643,-0.00945345625221683
1776900759000,BTCUSDT,BTC,theblock,geopolitical,2,0.0,0.0,0.3,23,0.0027816820423705035,-0.008078377756765676,0.0,0.0
1776900780000,BTCUSDT,ALL,theblock,regulatory,2,-1.0,1.0,0.3,23,0.0027816820423705035,-0.008078377756765676,0.0,0.0
1776900800000,ETHUSDT,ETH,theblock,exchange,2,1.0,1.0,0.3,23,-0.00019764840451486076,-0.017531834008982505,-0.0029793304468853643,-0.00945345625221683
1776900871000,BTCUSDT,BTC,decrypt,geopolitical,2,0.0,0.0,0.3,23,0.0027816820423705035,-0.008078377756765676,0.0,0.0
1776901053000,BTCUSDT,BTC,coindesk,influencer,2,-0.4,0.4,0.8,23,0.0021348183947589305,-0.008023267552574986,0.0,0.0
1776901768000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.7,23,0.002012059312976655,-0.006090651232055655,0.0,0.0
1776905324000,BTCUSDT,BTC,decrypt,regulatory,2,0.4,0.4,0.7,0,-0.00021452049819292718,-0.005580595708492564,0.0,0.0
1776908951000,BTCUSDT,ALL,cointelegraph,influencer,2,-0.2,0.2,0.8,1,-0.004925839885632666,-0.004564229551720644,0.0,0.0
1776909231000,BTCUSDT,ALL,theblock,influencer,3,-0.7,0.7,0.8,1,-0.005351124558013121,-0.004152159228721364,0.0,0.0
1776920496000,BTCUSDT,ALL,theblock,influencer,3,-0.7,0.7,0.8,5,0.0027575777308006533,-0.005949307638155599,0.0,0.0
1776923407000,BTCUSDT,ALL,cointelegraph,influencer,2,-0.2,0.2,0.8,5,0.002275422198078747,-0.0048508423329510775,0.0,0.0
1776930570000,BTCUSDT,ALL,cointelegraph,hack,2,-0.2,0.2,0.8,7,-0.0017808197925509583,-0.003746273504122155,0.0,0.0
1776936398000,BTCUSDT,BTC,coindesk,influencer,2,0.4,0.4,0.8,9,-0.0033323582518162143,-0.0006531586976069592,0.0,0.0
1776937756000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.8,9,-0.003822260198169447,-0.002511840928422715,0.0,0.0
1776941747000,BTCUSDT,ALL,coindesk,exchange,2,-0.2,0.2,0.6,10,0.0035301495703610186,0.006673049849474699,0.0,0.0
1776949287000,BTCUSDT,ALL,coindesk,exchange,3,0.7,0.7,0.8,13,-0.002750076751557917,-0.0011420529014529723,0.0,0.0
1776951082000,BTCUSDT,ALL,coindesk,regulatory,3,0.7,0.7,0.8,13,0.003251398101183467,-0.004118351664258224,0.0,0.0
1776951092000,BTCUSDT,ALL,theblock,regulatory,3,0.5,0.5,0.8,13,0.003251398101183467,-0.004118351664258224,0.0,0.0
1776951172000,BTCUSDT,BTC,coindesk,other,2,-0.85,0.85,0.8,13,0.003251398101183467,-0.004118351664258224,0.0,0.0
1776953823000,BTCUSDT,BTC,coindesk,macro,2,-0.35,0.35,0.8,14,0.010818327889478008,0.0024994564720988155,0.0,0.0
1776954553000,BTCUSDT,ALL,coindesk,influencer,3,-0.7,0.7,0.8,14,0.008712060856827186,0.0020304027138855485,0.0,0.0
1776956004000,BTCUSDT,BTC,coindesk,macro,2,0.8,0.8,0.9,14,0.002506882446923875,-0.0064225512232740645,0.0,0.0
1776956184000,BTCUSDT,ALL,decrypt,influencer,2,-0.35,0.35,0.7,14,0.0040087201488276936,-0.004957030565513665,0.0,0.0
1776956380000,BTCUSDT,BTC,cointelegraph,macro,2,0.8,0.8,0.9,14,0.0040087201488276936,-0.004957030565513665,0.0,0.0
1776956731000,BTCUSDT,BTC,decrypt,geopolitical,2,0.0,0.0,0.8,15,0.0024665218879171835,-0.005284727344095241,0.0,0.0
1776960369000,BTCUSDT,BTC,theblock,influencer,3,-0.7,0.7,0.8,16,-0.005883581207021704,-0.006453421435928308,0.0,0.0
1776960644000,BTCUSDT,BTC,theblock,regulatory,3,0.7,0.7,0.8,16,-0.010007356887871799,-0.008114383347035847,0.0,0.0
1776962460000,ETHUSDT,ETH,cointelegraph,hack,3,-0.8,0.8,0.9,16,-0.015052212765409356,-0.0014850486503654725,-0.0018020212923431922,0.0038679000348529335
1776964461000,BTCUSDT,ALL,decrypt,regulatory,2,0.0,0.0,0.8,17,0.0035131326082931125,0.0030326579766453143,0.0,0.0
1776965827000,BTCUSDT,ALL,coindesk,regulatory,3,-0.65,0.65,0.8,17,0.010806447517536899,0.011375678374461184,0.0,0.0
1776966017000,BTCUSDT,ALL,cointelegraph,exchange,3,0.7,0.7,0.8,17,0.007331377540394257,0.009340381708204504,0.0,0.0
1776968554000,BTCUSDT,ALL,decrypt,influencer,2,-0.2,0.2,0.8,18,-0.000709042798639703,0.0034719222774084457,0.0,0.0
1776969279000,BTCUSDT,ALL,decrypt,geopolitical,2,-0.2,0.2,0.6,18,-0.004850983544984255,0.0024087103516514663,0.0,0.0
1776969995000,SOLUSDT,SOL,decrypt,influencer,2,-0.35,0.35,0.8,18,-0.0008187134502922744,0.006900584795321629,0.0014051918691951881,0.0019770759167125895
1776974727000,BTCUSDT,ALL,theblock,regulatory,3,-0.5,0.5,0.8,20,0.0010622472519301596,0.006408831768391021,0.0,0.0
1776976396000,BTCUSDT,BTC,coindesk,macro,2,-0.5,0.5,0.8,20,0.00030968740678916085,0.006114755405936645,0.0,0.0
1776976461000,SOLUSDT,SOL,theblock,regulatory,2,0.0,0.0,0.3,20,0.0013986013986013734,0.005011655011655014,0.0010889139918122126,-0.0011031003942816309
1776976461000,ETHUSDT,ETH,theblock,regulatory,2,0.0,0.0,0.3,20,0.0006020184819672814,0.004201228977729565,0.0002923310751781205,-0.0019135264282070796
1776980166000,BTCUSDT,ALL,coindesk,other,2,-0.35,0.35,0.8,21,0.003023056618810749,-0.00023735112557332627,0.0,0.0
1776980441000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.7,0.7,0.8,21,0.0034026705369283317,0.003373576928435318,0.0,0.0
1776980448000,BTCUSDT,ALL,cointelegraph,influencer,2,-0.4,0.4,0.7,21,0.0034026705369283317,0.003373576928435318,0.0,0.0
1776982164000,BTCUSDT,ALL,decrypt,geopolitical,2,-0.45,0.45,0.8,22,0.00044157033016323233,0.004223421008166417,0.0,0.0
1776983710000,ETHUSDT,ETH,theblock,exchange,2,-0.35,0.35,0.7,22,-0.0020635240023804124,-0.0026928560114050093,-0.0014502887458227587,-0.004071039036971369
1776983980000,BTCUSDT,BTC,cointelegraph,macro,2,-0.3,0.3,0.7,22,-0.0006132352565576538,0.0013781830255663596,0.0,0.0
1776988883000,BTCUSDT,ALL,theblock,regulatory,3,0.55,0.55,0.8,0,-0.002407629449499349,-0.008300251142088877,0.0,0.0
1776988883000,BTCUSDT,BTC,theblock,influencer,3,0.7,0.7,0.8,0,-0.002407629449499349,-0.008300251142088877,0.0,0.0
1776991254000,BTCUSDT,ALL,decrypt,regulatory,2,0.4,0.4,0.7,0,-0.002074951934359248,-0.00911077003049443,0.0,0.0
1776994801000,BTCUSDT,ALL,cointelegraph,influencer,2,0.1,0.1,0.6,1,0.0010903438530140974,-0.006267816603039877,0.0,0.0
1777009237000,BTCUSDT,BTC,cointelegraph,macro,2,0.4,0.4,0.7,5,0.0007262533783636282,-0.0036965654256601033,0.0,0.0
1777016966000,BTCUSDT,ALL,coindesk,regulatory,3,-0.7,0.7,0.8,7,0.00254450239532944,0.0069914906411217,0.0,0.0
1777023594000,BTCUSDT,ALL,cointelegraph,exchange,2,0.4,0.4,0.8,9,0.0009298609758590093,0.007774792672839759,0.0,0.0
1777023604000,BTCUSDT,ALL,cointelegraph,regulatory,2,0.4,0.4,0.8,9,0.00223522545006416,0.007690078669614353,0.0,0.0
1777023694000,BTCUSDT,ALL,coindesk,exchange,3,0.7,0.7,0.8,9,0.00223522545006416,0.007690078669614353,0.0,0.0
1777027135000,ETHUSDT,ETH,theblock,exchange,2,0.4,0.4,0.8,10,0.007346839994468279,0.0010069492463005147,-0.0009167788473039007,-0.0030815911091213177
1777027226000,BTCUSDT,ALL,cointelegraph,influencer,2,0.2,0.2,0.8,10,0.007061204875608018,0.0031407448372027247,0.0,0.0
1777027226000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.5,0.5,0.8,10,0.007061204875608018,0.0031407448372027247,0.0,0.0
1777031441000,BTCUSDT,BTC,coindesk,macro,2,-0.45,0.45,0.8,11,0.0004524524841815758,-0.0025771897997270976,0.0,0.0
1777031554000,SOLUSDT,SOL,theblock,regulatory,2,-1.0,1.0,0.3,11,0.0016243183663997574,0.0038287504350853485,0.0011718658822181816,0.006405940234812446
1777031574000,SOLUSDT,SOL,decrypt,regulatory,2,0.0,0.0,0.3,11,0.0016243183663997574,0.0038287504350853485,0.0011718658822181816,0.006405940234812446
1777033556000,BTCUSDT,ALL,coindesk,regulatory,2,0.4,0.4,0.8,12,0.000603682347233514,-0.004198923371342866,0.0,0.0
1777035902000,BTCUSDT,BTC,coindesk,influencer,3,0.7,0.7,0.8,13,-0.006163761985216953,-0.007726844448153969,0.0,0.0
1777037638000,BTCUSDT,ALL,theblock,influencer,2,-0.3,0.3,0.7,13,-0.0034466193187300265,-0.00935081917434255,0.0,0.0
1777038450000,BTCUSDT,ALL,theblock,regulatory,3,-0.7,0.7,0.8,13,2.576759551820018e-05,-0.003188515600612507,0.0,0.0
1777040811000,ETHUSDT,ETH,decrypt,influencer,2,-0.2,0.2,0.8,14,0.001475130425754756,0.002846439355268515,0.0016213266642720603,0.006137139398870617
1777044368000,BTCUSDT,ALL,theblock,regulatory,2,0.2,0.2,0.8,15,0.0005885965678691374,-0.002671105446284905,0.0,0.0
1777045188000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.6,0.6,0.8,15,-0.0035336871679593207,-0.004729962799918441,0.0,0.0
1777048825000,BTCUSDT,ALL,cointelegraph,exchange,3,-0.7,0.7,0.8,16,-0.000137833294108769,0.0002385675333547166,0.0,0.0
1777052457000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.8,0.8,0.9,17,-0.0007637274796696847,-0.0006095132770440603,0.0,0.0
1777052467000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.8,17,-0.0007637274796696847,-0.0006095132770440603,0.0,0.0
1777055183000,BTCUSDT,BTC,decrypt,geopolitical,2,-0.4,0.4,0.7,18,0.00047535310886481774,-0.001573511592467547,0.0,0.0
1777055363000,BTCUSDT,ALL,decrypt,regulatory,2,-0.4,0.4,0.8,18,0.00047535310886481774,-0.001573511592467547,0.0,0.0
1777055453000,BTCUSDT,BTC,coindesk,other,2,-0.3,0.3,0.7,18,0.0011678179998975136,-0.0031338684886829116,0.0,0.0
1777055999000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,18,0.0005331719035939209,-0.0037545047611632354,0.0,0.0
1777055999000,BTCUSDT,BTC,cointelegraph,influencer,3,0.5,0.5,0.7,18,0.0005331719035939209,-0.0037545047611632354,0.0,0.0
1777056639000,ETHUSDT,ETH,decrypt,influencer,3,0.8,0.8,0.7,18,0.0007241629021690343,-0.003448394772233576,0.0005874682283397714,0.00027920843031270515
1777056810000,ETHUSDT,ETH,theblock,exchange,2,-0.35,0.35,0.8,18,0.0007241629021690343,-0.003448394772233576,0.0005874682283397714,0.00027920843031270515
1777057000000,BTCUSDT,ALL,coindesk,regulatory,2,-0.35,0.35,0.8,18,-0.0009099053337839891,-0.0037274564996990778,0.0,0.0
1777057730000,BTCUSDT,ALL,theblock,regulatory,3,0.7,0.7,0.8,19,0.00046520312817532883,-0.0027334871897104485,0.0,0.0
1777058630000,BTCUSDT,ALL,theblock,regulatory,3,-0.7,0.7,0.8,19,-0.00048030857312142405,-0.002133673511085399,0.0,0.0
1777059635000,BTCUSDT,ALL,coindesk,regulatory,2,0.2,0.2,0.8,19,0.0008570282503528315,-0.0020063922010814528,0.0,0.0
1777066824000,BTCUSDT,ALL,cointelegraph,influencer,2,-0.35,0.35,0.7,21,-0.00308629402361682,0.00031880059815381223,0.0,0.0
1777073539000,BTCUSDT,ALL,decrypt,regulatory,2,0.4,0.4,0.7,23,-0.0004462231376577419,0.002475343750028003,0.0,0.0
1777073995000,BTCUSDT,ALL,theblock,regulatory,3,-0.7,0.7,0.8,23,-0.0009034954051119204,0.0030382082873914307,0.0,0.0
1777076456000,BTCUSDT,ALL,decrypt,regulatory,3,-0.7,0.7,0.8,0,0.0021625993821181577,0.004211901888526937,0.0,0.0
1777079453000,BTCUSDT,ALL,coindesk,regulatory,3,-0.7,0.7,0.8,1,0.0005591747483648657,-0.00025759445732065345,0.0,0.0
1777081174000,BTCUSDT,BTC,cointelegraph,influencer,3,-0.5,0.5,0.7,1,0.0008860894148290388,-0.0002446029714683329,0.0,0.0
1777095615000,BTCUSDT,BTC,cointelegraph,influencer,2,-0.2,0.2,0.8,5,0.00010369808791810264,0.002852213328635056,0.0,0.0
1777122068000,BTCUSDT,BTC,coindesk,other,2,-0.45,0.45,0.8,13,0.0006781389794490167,-0.003172422537149555,0.0,0.0
1777127976000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,14,-0.0008775606130421165,-0.0054870049764453865,0.0,0.0
1777131608000,BTCUSDT,BTC,cointelegraph,influencer,2,0.4,0.4,0.8,15,-0.0014387377195718143,-0.003417824606892217,0.0,0.0
1777132874000,BTCUSDT,ALL,coindesk,influencer,3,0.8,0.8,0.7,16,-0.000587272414176776,-0.000835952439977472,0.0,0.0
1777139792000,ETHUSDT,ETH,theblock,exchange,2,0.4,0.4,0.7,17,9.085363479433006e-05,0.0022626881427354473,-0.00012959770309550755,-0.0007113349531646662
1777144890000,BTCUSDT,BTC,coindesk,macro,2,-0.35,0.35,0.7,19,0.002074798364392727,0.004384919171012802,0.0,0.0
1777149879000,BTCUSDT,ALL,theblock,regulatory,2,-0.45,0.45,0.8,20,0.0009232534433400996,0.0017139676348449928,0.0,0.0
1777154510000,BTCUSDT,ALL,coindesk,influencer,3,-0.7,0.7,0.8,22,0.0006381866213487353,-0.0002509925556071213,0.0,0.0
1777154595000,BTCUSDT,ALL,decrypt,influencer,2,-0.35,0.35,0.7,22,0.0006381866213487353,-0.0002509925556071213,0.0,0.0
1777156781000,BTCUSDT,BTC,cointelegraph,influencer,2,-0.35,0.35,0.7,22,8.711340206168927e-05,-0.0010020618556700889,0.0,0.0
1777167597000,BTCUSDT,ALL,cointelegraph,hack,3,-0.5,0.5,0.8,1,-0.0004224099026496342,0.006305202759331996,0.0,0.0
1777215660000,BTCUSDT,ALL,coindesk,exchange,2,0.7,0.7,0.8,15,-0.000594174629972688,0.0026256372010686757,0.0,0.0
1777219924000,SOLUSDT,SOL,cointelegraph,influencer,3,0.7,0.7,0.8,16,-0.0003467807189920791,0.00300543289793076,-7.139948128342954e-05,0.0012551153893864964
1777220006000,BTCUSDT,BTC,decrypt,regulatory,2,0.0,0.0,0.3,16,-0.00027538123770864953,0.0017503175085442635,0.0,0.0
1777220026000,SOLUSDT,SOL,decrypt,geopolitical,2,0.0,0.0,0.3,16,-0.0003467807189920791,0.00300543289793076,-7.139948128342954e-05,0.0012551153893864964
1777220078000,SOLUSDT,SOL,decrypt,geopolitical,2,0.0,0.0,0.3,16,-0.0003467807189920791,0.00300543289793076,-7.139948128342954e-05,0.0012551153893864964
1777222874000,BTCUSDT,BTC,coindesk,regulatory,3,-0.73,0.73,0.85,17,0.0010618339418384526,0.003290890318656592,0.0,0.0
1777223749000,BTCUSDT,BTC,coindesk,influencer,2,0.4,0.4,0.8,17,0.0026428944186946968,0.0031166848717913975,0.0,0.0
1777225193000,BTCUSDT,ALL,cointelegraph,macro,2,-0.5,0.5,0.8,17,0.002514993898364626,-0.0003938730124185552,0.0,0.0
1777231290000,BTCUSDT,ALL,coindesk,exchange,2,0.4,0.4,0.8,19,0.0004652484475307084,-0.0005194720159068522,0.0,0.0
1777239104000,BTCUSDT,ALL,coindesk,regulatory,2,-0.43,0.43,0.78,21,0.0016525782565703917,0.013078009971337234,0.0,0.0
1777245382000,BTCUSDT,ALL,theblock,regulatory,3,-0.7,0.7,0.8,23,0.001986496213819633,0.010905510871898727,0.0,0.0
1777246838000,BTCUSDT,BTC,cointelegraph,influencer,3,0.8,0.8,0.7,23,0.0006608296134951175,0.005679833702005421,0.0,0.0
1777275551000,ETHUSDT,ETH,cointelegraph,influencer,2,0.4,0.4,0.8,7,-0.003520641213479281,-0.0004179953460311525,-0.0027188843515257854,-0.0020103091908453274
1777283260000,BTCUSDT,BTC,coindesk,influencer,3,-0.8,0.8,0.9,9,-0.001649012778791259,-0.0033173894995369713,0.0,0.0
1777289998000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.6,11,-0.0008368561149877385,-0.009591905720980232,0.0,0.0
1777293455000,BTCUSDT,ALL,theblock,hack,2,-0.3,0.3,0.7,12,0.001495021932005125,-0.014671848345963356,0.0,0.0
1777297447000,BTCUSDT,ALL,coindesk,regulatory,3,-0.7,0.7,0.8,13,0.007348386247604255,-0.010733836654046258,0.0,0.0
1777299358000,BTCUSDT,BTC,coindesk,influencer,3,0.5,0.5,0.8,14,-0.01642654515114572,-0.01440048777357028,0.0,0.0
1777300074000,BTCUSDT,ALL,decrypt,other,2,-0.45,0.45,0.8,14,-0.011474350290139768,-0.015740749293380873,0.0,0.0
1777300724000,BTCUSDT,ALL,cointelegraph,regulatory,2,0.2,0.2,0.8,14,-0.014346039703820757,-0.018044249323693973,0.0,0.0
1777302450000,BTCUSDT,BTC,theblock,influencer,3,0.8,0.8,0.9,15,-0.007814347723481885,-0.006408349296587068,0.0,0.0
1777304143000,BTCUSDT,BTC,decrypt,exchange,2,-0.35,0.35,0.7,15,-0.005961704622641006,-0.0035641232015545254,0.0,0.0
1777304328000,ETHUSDT,ETH,cointelegraph,other,2,-0.7,0.7,0.8,15,-0.003185173826370735,0.002067953295800784,0.0027765307962702712,0.0056320764973553095
1777306224000,BTCUSDT,ALL,decrypt,hack,2,-0.4,0.4,0.8,16,-0.001931891926506002,0.0015002976646794064,0.0,0.0
1777306679000,ETHUSDT,ETH,coindesk,influencer,3,0.8,0.8,0.9,16,0.0041995949763002915,0.00719114746464844,0.0035300959172088753,0.003887963962085239
1777308235000,BTCUSDT,BTC,coindesk,influencer,3,0.8,0.8,0.9,16,0.002628957402562415,0.0045957480356895175,0.0,0.0
1777311497000,BTCUSDT,BTC,coindesk,influencer,3,0.8,0.8,0.9,17,-0.0012959993921995983,0.0003928847786027756,0.0,0.0
1777311587000,BTCUSDT,BTC,cointelegraph,influencer,3,0.8,0.8,0.9,17,-0.0012959993921995983,0.0003928847786027756,0.0,0.0
1777311597000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.8,17,-0.0012959993921995983,0.0003928847786027756,0.0,0.0
1777311782000,BTCUSDT,BTC,theblock,influencer,3,0.8,0.8,0.9,17,0.00040175213923898667,0.00130120305628445,0.0,0.0
1777313328000,BTCUSDT,ALL,coindesk,regulatory,2,-0.4,0.4,0.7,18,0.0016822005178847022,0.0013896948899201345,0.0,0.0
1777313778000,BTCUSDT,ALL,theblock,exchange,3,0.7,0.7,0.8,18,-0.00025292014014011155,0.001035644157772575,0.0,0.0
1777314499000,BTCUSDT,ALL,theblock,influencer,3,0.7,0.7,0.8,18,-0.0018529315120486833,0.003120500374926616,0.0,0.0
1777315224000,BTCUSDT,ALL,decrypt,regulatory,2,-0.35,0.35,0.7,18,-0.000635309877532908,0.00292760473471132,0.0,0.0
1777316862000,BTCUSDT,ALL,decrypt,regulatory,2,-0.2,0.2,0.8,19,0.00020902768049380072,0.002071676333058603,0.0,0.0
1777317778000,BTCUSDT,BTC,coindesk,macro,2,-0.4,0.4,0.8,19,0.00483662618047731,0.006701454876992141,0.0,0.0
1777319959000,BTCUSDT,ALL,decrypt,exchange,2,0.4,0.4,0.8,19,-0.00020016949416923335,0.004662909372611601,0.0,0.0
1777321050000,BTCUSDT,ALL,decrypt,influencer,2,0.4,0.4,0.7,20,-0.0015615245342901485,0.0035888694645507258,0.0,0.0
1777321140000,BTCUSDT,BTC,coindesk,macro,2,-0.35,0.35,0.8,20,-0.0015615245342901485,0.0035888694645507258,0.0,0.0
1777324502000,BTCUSDT,ALL,decrypt,regulatory,2,-0.2,0.2,0.8,21,5.204115153922828e-06,0.004671994379555677,0.0,0.0
1777329559000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,22,0.003894251109850977,-0.003872694297651802,0.0,0.0
1777330551000,BTCUSDT,ALL,decrypt,macro,2,-0.35,0.35,0.8,22,0.002936787253619011,-0.0033062050643847263,0.0,0.0
1777331827000,BTCUSDT,BTC,decrypt,influencer,2,-0.4,0.4,0.7,23,0.0015056533621700119,-0.005719797585224895,0.0,0.0
1777333186000,ETHUSDT,ETH,cointelegraph,hack,2,-0.2,0.2,0.8,23,0.0032570740255954966,-0.0057053152491075565,0.0020253407898831455,0.0008306840368442758
1777333741000,BTCUSDT,BTC,theblock,influencer,3,-0.5,0.5,0.7,23,-0.0005043541542332219,-0.008155016722710462,0.0,0.0
1777334466000,BTCUSDT,BTC,coindesk,macro,2,-0.5,0.5,0.8,0,6.46350324817746e-07,-0.006812661692613076,0.0,0.0
1777336007000,BTCUSDT,BTC,theblock,regulatory,3,0.5,0.5,0.7,0,-0.0014073000647838452,-0.005415411852165208,0.0,0.0
1777336738000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,0,-0.0038232103701092424,-0.007379240453472713,0.0,0.0
1777336918000,BTCUSDT,ALL,coindesk,hack,2,-0.2,0.2,0.8,0,-0.003794715846556107,-0.0058445238821497325,0.0,0.0
1777339459000,BTCUSDT,ALL,decrypt,regulatory,2,0.0,0.0,0.8,1,-0.002987861593788499,-0.002231994887347599,0.0,0.0
1777340360000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.6,0.6,0.8,1,-0.005154010764541805,-0.0031108229038324664,0.0,0.0
1777344007000,ETHUSDT,ETH,cointelegraph,macro,2,-0.7,0.7,0.8,2,0.0024748138414367737,-0.00350854139290413,0.000732413699583212,-0.003336700373227086
1777351079000,BTCUSDT,BTC,cointelegraph,macro,2,0.5,0.5,0.8,4,0.0004604986401104405,-0.00018130995072729306,0.0,0.0
1777362256000,BTCUSDT,BTC,coindesk,macro,2,-0.45,0.45,0.8,7,0.00047019044666796184,-0.008287595047500762,0.0,0.0
1777365443000,XRPUSDT,XRP,coindesk,macro,2,-0.4,0.4,0.7,8,-0.002297695124578225,-0.007108494291663714,-0.00023548997754008205,-0.0005912178396615397
1777365523000,BTCUSDT,ALL,cointelegraph,exchange,2,-0.2,0.2,0.8,8,-0.002062205147038143,-0.006517276452002174,0.0,0.0
1777369170000,BTCUSDT,BTC,cointelegraph,influencer,3,0.7,0.7,0.8,9,-0.0005584586593182506,-0.005126313930210569,0.0,0.0
1777369250000,BTCUSDT,BTC,coindesk,macro,2,-0.4,0.4,0.8,9,0.0006290078520863052,-0.0037551128923496435,0.0,0.0
1777370076000,ETHUSDT,ETH,theblock,hack,2,0.0,0.0,0.8,9,0.0009814789661171108,-0.0025895270936391324,0.0007158062331475978,0.0027390715642893193
1777372707000,BTCUSDT,ALL,cointelegraph,influencer,2,0.35,0.35,0.7,10,-0.004251408445464899,-0.00981314138386924,0.0,0.0
1777372717000,BTCUSDT,ALL,cointelegraph,regulatory,2,0.4,0.4,0.8,10,-0.004251408445464899,-0.00981314138386924,0.0,0.0
1777373263000,BTCUSDT,BTC,theblock,influencer,3,0.8,0.8,0.9,10,-0.005807434816444745,-0.011077820905538549,0.0,0.0
1777380982000,BTCUSDT,BTC,coindesk,influencer,2,0.2,0.2,0.8,12,-0.0025879499962710995,-0.002684940778608036,0.0,0.0
1777383528000,BTCUSDT,BTC,cointelegraph,exchange,2,-0.4,0.4,0.8,13,-0.005266805175937139,-0.0009442145062344975,0.0,0.0
1777383803000,BTCUSDT,ALL,coindesk,regulatory,2,0.4,0.4,0.8,13,-0.007121721617939336,-0.0015361758265958203,0.0,0.0
1777384349000,BTCUSDT,BTC,decrypt,influencer,3,0.8,0.8,0.9,13,-0.0031480575362803354,-3.33377783703348e-05,0.0,0.0
1777384519000,BTCUSDT,BTC,coindesk,macro,2,-0.4,0.4,0.8,13,-0.0009407549114661684,0.00184721215120498,0.0,0.0
1777389161000,BTCUSDT,ALL,theblock,regulatory,2,0.0,0.0,0.8,15,-0.00035035246405146214,0.0014517985132584954,0.0,0.0
1777389797000,BTCUSDT,BTC,decrypt,macro,2,-0.2,0.2,0.8,15,-0.0009261428380326064,0.0019196319525984773,0.0,0.0
1777392063000,BTCUSDT,ALL,coindesk,regulatory,2,0.0,0.0,0.8,16,0.0006968680536845184,0.004485109625488315,0.0,0.0
1777393881000,BTCUSDT,BTC,decrypt,regulatory,2,0.4,0.4,0.7,16,0.0037028128151652684,0.006331099886500935,0.0,0.0
1777394338000,BTCUSDT,ALL,cointelegraph,macro,2,-0.43,0.43,0.78,16,0.003687005640042429,0.006627230938757833,0.0,0.0
1777395434000,BTCUSDT,ALL,theblock,regulatory,2,0.2,0.2,0.8,16,0.001944643694016035,0.005012941073498034,0.0,0.0
1777397891000,BTCUSDT,ALL,cointelegraph,macro,2,-0.7,0.7,0.8,17,-0.00031171071565627706,0.0016193207620074368,0.0,0.0
1777397891000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.3,0.3,0.8,17,-0.00031171071565627706,0.0016193207620074368,0.0,0.0
1777397901000,ETHUSDT,ETH,cointelegraph,hack,2,-0.2,0.2,0.8,17,-0.00016148461095299993,-0.0016934061905342634,0.00015022610470327713,-0.0033127269525417002
1777400428000,BTCUSDT,BTC,coindesk,influencer,3,-0.8,0.8,0.7,18,-0.0008186706761110774,0.0012606033003408346,0.0,0.0
1777400984000,BTCUSDT,ALL,decrypt,exchange,2,0.3,0.3,0.8,18,-0.0006049868766404565,0.0021166666666665446,0.0,0.0
1777401064000,BTCUSDT,ALL,coindesk,other,2,-0.8,0.8,0.9,18,0.00031139648133771125,0.0016282374801683819,0.0,0.0
1777401529000,BTCUSDT,ALL,cointelegraph,exchange,3,-0.6,0.6,0.8,18,0.0019786345281767037,0.001621401129519251,0.0,0.0
1777401529000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.4,0.4,0.8,18,0.0019786345281767037,0.001621401129519251,0.0,0.0
1777401539000,BTCUSDT,BTC,cointelegraph,influencer,3,-0.7,0.7,0.8,18,0.0019786345281767037,0.001621401129519251,0.0,0.0
1777401890000,BTCUSDT,ALL,coindesk,exchange,3,0.8,0.8,0.9,18,0.0013953954836969373,0.0013162399355624022,0.0,0.0
1777402060000,BTCUSDT,ALL,decrypt,influencer,2,-0.4,0.4,0.7,18,0.0013680710814414354,7.098172581376794e-05,0.0,0.0
1777404161000,BTCUSDT,ALL,theblock,exchange,2,0.2,0.2,0.8,19,0.002575391950708994,0.001504379689207136,0.0,0.0
1777404706000,BTCUSDT,BTC,coindesk,exchange,2,-0.4,0.4,0.7,19,0.0021558772448690977,0.0005556952664760306,0.0,0.0
1777405072000,BTCUSDT,ALL,coindesk,regulatory,2,0.4,0.4,0.8,19,0.0012610162029575989,-0.000244760834073543,0.0,0.0
